model,model_label,model_sort_key,example_id,layer,delta_name,delta,think_correct,no_think_correct
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001106,13,thinking_minus_think_answer,-0.00047315992414951377,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001106,13,thinking_minus_no_think_answer,-0.0003636769950389864,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001106,20,think_answer_minus_no_think_answer,4.3797492980957205e-05,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001106,20,thinking_minus_think_answer,-0.0002760931849479682,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001106,20,thinking_minus_no_think_answer,-0.00023229569196701102,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001108,6,think_answer_minus_no_think_answer,0.0013413716107606877,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001108,6,thinking_minus_think_answer,0.0017771616578102119,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001108,6,thinking_minus_no_think_answer,0.0031185332685708996,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001108,13,think_answer_minus_no_think_answer,0.0007440220564603793,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001108,13,thinking_minus_think_answer,-9.519830346107518e-05,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001108,13,thinking_minus_no_think_answer,0.0006488237529993042,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001108,20,think_answer_minus_no_think_answer,2.6060268282891187e-05,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001108,20,thinking_minus_think_answer,0.00022396259009838104,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001108,20,thinking_minus_no_think_answer,0.00025002285838127223,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001123,6,think_answer_minus_no_think_answer,-0.00011108964681625418,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001123,6,thinking_minus_think_answer,0.0002566210925579078,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001123,6,thinking_minus_no_think_answer,0.00014553144574165362,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001123,13,think_answer_minus_no_think_answer,0.0005832552909851079,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001123,13,thinking_minus_think_answer,-0.0008588004857301712,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001123,13,thinking_minus_no_think_answer,-0.00027554519474506326,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001123,20,think_answer_minus_no_think_answer,0.00022730566561222042,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001123,20,thinking_minus_think_answer,-0.00027437321841716766,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001123,20,thinking_minus_no_think_answer,-4.7067552804947246e-05,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001136,6,think_answer_minus_no_think_answer,0.002055773884057999,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001136,6,thinking_minus_think_answer,-0.001128239557147026,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001136,6,thinking_minus_no_think_answer,0.0009275343269109729,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001136,13,think_answer_minus_no_think_answer,0.0004907343536615372,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001136,13,thinking_minus_think_answer,-0.0011031217873096466,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001136,13,thinking_minus_no_think_answer,-0.0006123874336481094,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001136,20,think_answer_minus_no_think_answer,-0.0005226656794548035,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001136,20,thinking_minus_think_answer,-0.00041555874049663526,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001136,20,thinking_minus_no_think_answer,-0.0009382244199514387,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001144,6,think_answer_minus_no_think_answer,5.7186186313629324e-05,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001144,6,thinking_minus_think_answer,0.0004717521369457245,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001144,6,thinking_minus_no_think_answer,0.0005289383232593538,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001144,13,think_answer_minus_no_think_answer,5.2967295050621206e-05,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001144,13,thinking_minus_think_answer,-0.0006624426692724231,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001144,13,thinking_minus_no_think_answer,-0.0006094753742218019,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001144,20,think_answer_minus_no_think_answer,-0.0008585315197706216,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001144,20,thinking_minus_think_answer,0.0002304028719663613,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001144,20,thinking_minus_no_think_answer,-0.0006281286478042603,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001145,6,think_answer_minus_no_think_answer,0.00014634840190410562,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001145,6,thinking_minus_think_answer,-0.0015831217169761662,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001145,6,thinking_minus_no_think_answer,-0.0014367733150720606,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001145,13,think_answer_minus_no_think_answer,-6.850510835647739e-05,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001145,13,thinking_minus_think_answer,-0.0015296287834644308,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001145,13,thinking_minus_no_think_answer,-0.0015981338918209082,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001145,20,think_answer_minus_no_think_answer,-0.0003634210675954831,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001145,20,thinking_minus_think_answer,-0.000776420161128044,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001145,20,thinking_minus_no_think_answer,-0.001139841228723527,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001161,6,think_answer_minus_no_think_answer,0.0015776209533214566,False,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001161,6,thinking_minus_think_answer,-0.002601075917482376,False,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001161,6,thinking_minus_no_think_answer,-0.0010234549641609195,False,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001161,13,think_answer_minus_no_think_answer,0.000738830119371414,False,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001161,13,thinking_minus_think_answer,-0.0018646992743015282,False,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001161,13,thinking_minus_no_think_answer,-0.0011258691549301141,False,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001161,20,think_answer_minus_no_think_answer,0.0005183111876249317,False,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001161,20,thinking_minus_think_answer,-0.0010324172675609594,False,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001161,20,thinking_minus_no_think_answer,-0.0005141060799360277,False,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001164,6,think_answer_minus_no_think_answer,-0.0006264757364988329,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001164,6,thinking_minus_think_answer,0.0018801808357238776,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001164,6,thinking_minus_no_think_answer,0.0012537050992250448,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001164,13,think_answer_minus_no_think_answer,-0.0004819087684154507,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001164,13,thinking_minus_think_answer,0.0003806132823228822,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001164,13,thinking_minus_no_think_answer,-0.00010129548609256848,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001164,20,think_answer_minus_no_think_answer,-0.0003693379461765286,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001164,20,thinking_minus_think_answer,0.004144030436873437,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001164,20,thinking_minus_no_think_answer,0.003774692490696908,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001165,6,think_answer_minus_no_think_answer,-5.42715191841122e-05,False,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001165,6,thinking_minus_think_answer,-0.0012613009661436095,False,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001165,6,thinking_minus_no_think_answer,-0.0013155724853277217,False,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001165,13,think_answer_minus_no_think_answer,0.0002241045236587528,False,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001165,13,thinking_minus_think_answer,-0.0009717319160699846,False,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001165,13,thinking_minus_no_think_answer,-0.0007476273924112318,False,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001165,20,think_answer_minus_no_think_answer,0.0003360714763402939,False,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001165,20,thinking_minus_think_answer,0.0018755014985799784,False,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001165,20,thinking_minus_no_think_answer,0.0022115729749202723,False,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001178,6,think_answer_minus_no_think_answer,-6.358213722705737e-05,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001178,6,thinking_minus_think_answer,0.0013406313955783844,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001178,6,thinking_minus_no_think_answer,0.001277049258351327,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001178,13,think_answer_minus_no_think_answer,2.3220852017402822e-05,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001178,13,thinking_minus_think_answer,-6.279684603214229e-05,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001178,13,thinking_minus_no_think_answer,-3.957599401473947e-05,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001178,20,think_answer_minus_no_think_answer,8.234716951847042e-05,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001178,20,thinking_minus_think_answer,0.00016978979110717721,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001178,20,thinking_minus_no_think_answer,0.00025213696062564763,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001181,6,think_answer_minus_no_think_answer,0.0020796857774257656,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001181,6,thinking_minus_think_answer,-0.0009517598897218708,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001181,6,thinking_minus_no_think_answer,0.0011279258877038949,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001181,13,think_answer_minus_no_think_answer,0.0007837746292352673,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001181,13,thinking_minus_think_answer,-0.0009495768696069712,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001181,13,thinking_minus_no_think_answer,-0.00016580224037170393,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001181,20,think_answer_minus_no_think_answer,0.00017309337854385255,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001181,20,thinking_minus_think_answer,-0.0003554165363311764,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001181,20,thinking_minus_no_think_answer,-0.00018232315778732387,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001182,6,think_answer_minus_no_think_answer,0.00016074106097221322,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001182,6,thinking_minus_think_answer,-0.0003380317240953435,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001182,6,thinking_minus_no_think_answer,-0.00017729066312313028,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001182,13,think_answer_minus_no_think_answer,-1.528374850749952e-05,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001182,13,thinking_minus_think_answer,-0.0007267855107784276,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001182,13,thinking_minus_no_think_answer,-0.0007420692592859271,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001182,20,think_answer_minus_no_think_answer,-7.249712944030692e-05,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001182,20,thinking_minus_think_answer,0.0041634529829025265,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001182,20,thinking_minus_no_think_answer,0.00409095585346222,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001183,6,think_answer_minus_no_think_answer,-0.0003891944885253901,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001183,6,thinking_minus_think_answer,-0.0018003255128860476,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001183,6,thinking_minus_no_think_answer,-0.0021895200014114377,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001183,13,think_answer_minus_no_think_answer,-0.00017089061439037358,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001183,13,thinking_minus_think_answer,-0.0014080194756388663,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001183,13,thinking_minus_no_think_answer,-0.00157891009002924,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001183,20,think_answer_minus_no_think_answer,-0.00036924667656421627,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001183,20,thinking_minus_think_answer,-0.0013155918568372726,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001183,20,thinking_minus_no_think_answer,-0.001684838533401489,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001186,6,think_answer_minus_no_think_answer,-0.0030886575579643248,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001186,6,thinking_minus_think_answer,0.0020780500024557115,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001186,6,thinking_minus_no_think_answer,-0.0010106075555086132,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001186,13,think_answer_minus_no_think_answer,0.0002924501895904541,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001186,13,thinking_minus_think_answer,-0.0006181221455335614,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001186,13,thinking_minus_no_think_answer,-0.00032567195594310726,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001186,20,think_answer_minus_no_think_answer,0.0004228655248880377,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001186,20,thinking_minus_think_answer,0.008925726637244226,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001186,20,thinking_minus_no_think_answer,0.009348592162132264,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001188,6,think_answer_minus_no_think_answer,0.0011697443202137946,False,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001188,6,thinking_minus_think_answer,-0.0006836347281932828,False,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001188,6,thinking_minus_no_think_answer,0.0004861095920205118,False,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001188,13,think_answer_minus_no_think_answer,0.0003640405833721162,False,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001188,13,thinking_minus_think_answer,-0.0003371447324752807,False,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001188,13,thinking_minus_no_think_answer,2.68958508968355e-05,False,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001188,20,think_answer_minus_no_think_answer,0.0001451782882213597,False,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001188,20,thinking_minus_think_answer,5.359053611755319e-05,False,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001188,20,thinking_minus_no_think_answer,0.00019876882433891288,False,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001191,6,think_answer_minus_no_think_answer,-0.000240204855799675,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001191,6,thinking_minus_think_answer,-0.00012561641633510642,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001191,6,thinking_minus_no_think_answer,-0.0003658212721347814,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001191,13,think_answer_minus_no_think_answer,-0.0002259708940982822,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001191,13,thinking_minus_think_answer,-0.0004700507968664171,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001191,13,thinking_minus_no_think_answer,-0.0006960216909646993,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001191,20,think_answer_minus_no_think_answer,-0.00017670318484306387,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001191,20,thinking_minus_think_answer,-0.00024323761463165318,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001191,20,thinking_minus_no_think_answer,-0.00041994079947471705,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001201,6,think_answer_minus_no_think_answer,0.0011956758797168725,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001201,6,thinking_minus_think_answer,0.0001861602067947379,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001201,6,thinking_minus_no_think_answer,0.0013818360865116104,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001201,13,think_answer_minus_no_think_answer,0.0004105500876903541,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001201,13,thinking_minus_think_answer,-0.0002909269183874125,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001201,13,thinking_minus_no_think_answer,0.00011962316930294158,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001201,20,think_answer_minus_no_think_answer,-0.0008105177432298659,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001201,20,thinking_minus_think_answer,0.006650779023766518,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001201,20,thinking_minus_no_think_answer,0.005840261280536652,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001208,6,think_answer_minus_no_think_answer,0.0011117219924926753,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001208,6,thinking_minus_think_answer,-0.0008034985512495041,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001208,6,thinking_minus_no_think_answer,0.00030822344124317117,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001208,13,think_answer_minus_no_think_answer,0.00017687305808067322,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001208,13,thinking_minus_think_answer,-0.0008939657360315326,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001208,13,thinking_minus_no_think_answer,-0.0007170926779508594,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001208,20,think_answer_minus_no_think_answer,-0.000428751856088639,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001208,20,thinking_minus_think_answer,-0.00043402574956417136,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001208,20,thinking_minus_no_think_answer,-0.0008627776056528104,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001209,6,think_answer_minus_no_think_answer,0.00065464936196804,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001209,6,thinking_minus_think_answer,0.0012295033782720568,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001209,6,thinking_minus_no_think_answer,0.0018841527402400967,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001209,13,think_answer_minus_no_think_answer,0.0003487762063741689,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001209,13,thinking_minus_think_answer,1.4899671077728618e-05,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001209,13,thinking_minus_no_think_answer,0.00036367587745189753,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001209,20,think_answer_minus_no_think_answer,0.00027485303580760886,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001209,20,thinking_minus_think_answer,-0.00016967952251434326,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001209,20,thinking_minus_no_think_answer,0.0001051735132932656,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001221,6,think_answer_minus_no_think_answer,0.0001435499638319012,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001221,6,thinking_minus_think_answer,0.0017130825668573383,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001221,6,thinking_minus_no_think_answer,0.0018566325306892395,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001221,13,think_answer_minus_no_think_answer,-0.00020435899496078474,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001221,13,thinking_minus_think_answer,0.0005155555903911596,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001221,13,thinking_minus_no_think_answer,0.00031119659543037484,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001221,20,think_answer_minus_no_think_answer,-0.00038028806447982805,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001221,20,thinking_minus_think_answer,0.00041014738380908914,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001221,20,thinking_minus_no_think_answer,2.9859319329261086e-05,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001225,6,think_answer_minus_no_think_answer,0.000851513072848321,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001225,6,thinking_minus_think_answer,0.002291221171617507,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001225,6,thinking_minus_no_think_answer,0.003142734244465828,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001225,13,think_answer_minus_no_think_answer,-0.00017638169229030644,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001225,13,thinking_minus_think_answer,0.00026244893670082127,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001225,13,thinking_minus_no_think_answer,8.606724441051483e-05,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001225,20,think_answer_minus_no_think_answer,-0.0005292739719152456,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001225,20,thinking_minus_think_answer,0.0006869539618492128,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001225,20,thinking_minus_no_think_answer,0.00015767998993396724,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001232,6,think_answer_minus_no_think_answer,0.0018657006323337553,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001232,6,thinking_minus_think_answer,0.00034977644681930594,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001232,6,thinking_minus_no_think_answer,0.0022154770791530613,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001232,13,think_answer_minus_no_think_answer,0.0007681231945753098,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001232,13,thinking_minus_think_answer,-0.0010021250694990163,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001232,13,thinking_minus_no_think_answer,-0.00023400187492370658,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001232,20,think_answer_minus_no_think_answer,-0.0003170110285282135,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001232,20,thinking_minus_think_answer,-0.00031248293817043304,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001232,20,thinking_minus_no_think_answer,-0.0006294939666986465,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001246,6,think_answer_minus_no_think_answer,0.00059511698782444,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001246,6,thinking_minus_think_answer,-0.0001565136015415202,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001246,6,thinking_minus_no_think_answer,0.0004386033862829198,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001246,13,think_answer_minus_no_think_answer,0.00044211372733116237,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001246,13,thinking_minus_think_answer,-0.0006060354411602025,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001246,13,thinking_minus_no_think_answer,-0.00016392171382904018,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001246,20,think_answer_minus_no_think_answer,0.0005424834787845613,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001246,20,thinking_minus_think_answer,0.01059168428182602,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001246,20,thinking_minus_no_think_answer,0.011134167760610582,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001247,6,think_answer_minus_no_think_answer,0.00036946833133697475,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001247,6,thinking_minus_think_answer,-0.0024733211845159525,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001247,6,thinking_minus_no_think_answer,-0.002103852853178978,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001247,13,think_answer_minus_no_think_answer,0.00019664280116558127,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001247,13,thinking_minus_think_answer,-0.0011529989540576937,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001247,13,thinking_minus_no_think_answer,-0.0009563561528921124,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001247,20,think_answer_minus_no_think_answer,0.00015949308872222935,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001247,20,thinking_minus_think_answer,-0.0005849767476320267,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001247,20,thinking_minus_no_think_answer,-0.0004254836589097973,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001251,6,think_answer_minus_no_think_answer,0.003992652893066405,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001251,6,thinking_minus_think_answer,-0.005151590332388878,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001251,6,thinking_minus_no_think_answer,-0.0011589374393224726,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001251,13,think_answer_minus_no_think_answer,0.0003658831119537358,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001251,13,thinking_minus_think_answer,-0.0006015576422214513,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001251,13,thinking_minus_no_think_answer,-0.00023567453026771554,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001251,20,think_answer_minus_no_think_answer,7.28875398635859e-05,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001251,20,thinking_minus_think_answer,0.004201605170965195,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001251,20,thinking_minus_no_think_answer,0.004274492710828781,True,True
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001253,6,think_answer_minus_no_think_answer,-0.0015268392860889437,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001253,6,thinking_minus_think_answer,0.0008736751973628994,True,False
Qwen_Qwen3-4B,4B,4.0,gsm8k_test_001253,6,thinking_minus_no_think_answer,-0.0006531640887260442,True,False
